Time	Count	Error
120886564.79799	12.0	3.4641
120886565.79799	17.0	4.12311
120886566.79799	19.0	4.3589
120886567.79799	13.0	3.60555
120886568.79799	15.0	3.87298
120886569.79799	12.0	3.4641
120886570.79799	15.0	3.87298
120886571.79799	11.0	3.31662
120886572.79799	17.0	4.12311
120886573.79799	16.0	4.0
120886574.79799	7.0	2.64575
120886575.79799	14.0	3.74166
120886576.79799	14.0	3.74166
120886577.79799	13.0	3.60555
120886578.79799	10.0	3.16228
120886579.79799	19.0	4.3589
120886580.79799	13.0	3.60555
120886581.79799	7.0	2.64575
120886582.79799	11.0	3.31662
120886583.79799	12.0	3.4641
120886584.79799	10.0	3.16228
120886585.79799	9.0	3.0
120886586.79799	15.0	3.87298
120886587.79799	13.0	3.60555
120886588.79799	14.0	3.74166
120886589.79799	22.0	4.69042
120886590.79799	12.0	3.4641
120886591.79799	13.0	3.60555
120886592.79799	18.0	4.24264
120886593.79799	12.0	3.4641
120886594.79799	18.0	4.24264
120886595.79799	11.0	3.31662
120886596.79799	14.0	3.74166
120886597.79799	15.0	3.87298
120886598.79799	13.0	3.60555
120886599.79799	9.0	3.0
120886600.79799	17.0	4.12311
120886601.79799	12.0	3.4641
120886602.79799	14.0	3.74166
120886603.79799	9.0	3.0
120886604.79799	14.0	3.74166
120886605.79799	18.0	4.24264
120886606.79799	20.0	4.47214
120886607.79799	18.0	4.24264
120886608.79799	10.0	3.16228
120886609.79799	15.0	3.87298
120886610.79799	12.0	3.4641
120886611.79799	10.0	3.16228
120886612.79799	14.0	3.74166
120886613.79799	21.0	4.58258
120886614.79799	14.0	3.74166
120886615.79799	15.0	3.87298
120886616.79799	10.0	3.16228
120886617.79799	19.0	4.3589
120886618.79799	9.0	3.0
120886619.79799	19.0	4.3589
120886620.79799	22.0	4.69042
120886621.79799	15.0	3.87298
120886622.79799	15.0	3.87298
120886623.79799	9.0	3.0
120886624.79799	9.0	3.0
120886625.79799	13.0	3.60555
120886626.79799	19.0	4.3589
120886627.79799	11.0	3.31662
120886628.79799	13.0	3.60555
120886629.79799	11.0	3.31662
120886630.79799	14.0	3.74166
120886631.79799	13.0	3.60555
120886632.79799	13.0	3.60555
120886633.79799	20.0	4.47214
120886634.79799	11.0	3.31662
120886635.79799	14.0	3.74166
120886636.79799	6.0	2.44949
120886637.79799	13.0	3.60555
120886638.79799	5.0	2.23607
120886639.79799	9.0	3.0
120886640.79799	12.0	3.4641
120886641.79799	13.0	3.60555
120886642.79799	13.0	3.60555
120886643.79799	12.0	3.4641
120886644.79799	15.0	3.87298
120886645.79799	14.0	3.74166
120886646.79799	13.0	3.60555
120886647.79799	11.0	3.31662
120886648.79799	22.0	4.69042
120886649.79799	16.0	4.0
120886650.79799	14.0	3.74166
120886651.79799	13.0	3.60555
120886652.79799	17.0	4.12311
120886653.79799	12.0	3.4641
120886654.79799	15.0	3.87298
120886655.79799	10.0	3.16228
120886656.79799	14.0	3.74166
120886657.79799	9.0	3.0
120886658.79799	11.0	3.31662
120886659.79799	13.0	3.60555
120886660.79799	11.0	3.31662
120886661.79799	12.0	3.4641
120886662.79799	10.0	3.16228
120886663.79799	16.0	4.0
120886664.79799	16.0	4.0
120886665.79799	8.0	2.82843
120886666.79799	10.0	3.16228
120886667.79799	14.0	3.74166
120886668.79799	8.0	2.82843
120886669.79799	14.0	3.74166
120886670.79799	8.0	2.82843
120886671.79799	10.0	3.16228
120886672.79799	12.0	3.4641
120886673.79799	18.0	4.24264
120886674.79799	9.0	3.0
120886675.79799	9.0	3.0
120886676.79799	12.0	3.4641
120886677.79799	14.0	3.74166
120886678.79799	7.0	2.64575
120886679.79799	13.0	3.60555
120886680.79799	3.0	1.73205
120886681.79799	7.0	2.64575
120886682.79799	12.0	3.4641
120886683.79799	15.0	3.87298
120886684.79799	8.0	2.82843
120886685.79799	15.0	3.87298
120886686.79799	10.0	3.16228
120886687.79799	15.0	3.87298
120886688.79799	14.0	3.74166
120886689.79799	12.0	3.4641
120886690.79799	13.0	3.60555
120886691.79799	9.0	3.0
120886692.79799	13.0	3.60555
120886693.79799	18.0	4.24264
120886694.79799	11.0	3.31662
120886695.79799	13.0	3.60555
120886696.79799	15.0	3.87298
120886697.79799	10.0	3.16228
120886698.79799	13.0	3.60555
120886699.79799	16.0	4.0
120886700.79799	11.0	3.31662
120886701.79799	13.0	3.60555
120886702.79799	12.0	3.4641
120886703.79799	16.0	4.0
120886704.79799	9.0	3.0
120886705.79799	15.0	3.87298
120886706.79799	11.0	3.31662
120886707.79799	9.0	3.0
120886708.79799	9.0	3.0
120886709.79799	14.0	3.74166
120886710.79799	7.0	2.64575
120886711.79799	14.0	3.74166
120886712.79799	10.0	3.16228
120886713.79799	14.0	3.74166
120886714.79799	10.0	3.16228
120886715.79799	14.0	3.74166
120886716.79799	13.0	3.60555
120886717.79799	13.0	3.60555
120886718.79799	14.0	3.74166
120886719.79799	13.0	3.60555
120886720.79799	9.0	3.0
120886721.79799	14.0	3.74166
120886722.79799	9.0	3.0
120886723.79799	14.0	3.74166
120886724.79799	10.0	3.16228
120886725.79799	12.0	3.4641
120886726.79799	11.0	3.31662
120886727.79799	14.0	3.74166
120886728.79799	11.0	3.31662
120886729.79799	12.0	3.4641
120886730.79799	11.0	3.31662
120886731.79799	11.0	3.31662
120886732.79799	15.0	3.87298
120886733.79799	20.0	4.47214
120886734.79799	14.0	3.74166
120886735.79799	15.0	3.87298
120886736.79799	7.0	2.64575
120886737.79799	16.0	4.0
120886738.79799	8.0	2.82843
120886739.79799	11.0	3.31662
120886740.79799	14.0	3.74166
120886741.79799	14.0	3.74166
120886742.79799	13.0	3.60555
120886743.79799	16.0	4.0
120886744.79799	23.0	4.79583
120886745.79799	13.0	3.60555
120886746.79799	12.0	3.4641
120886747.79799	15.0	3.87298
120886748.79799	12.0	3.4641
120886749.79799	11.0	3.31662
120886750.79799	8.0	2.82843
120886751.79799	11.0	3.31662
120886752.79799	12.0	3.4641
120886753.79799	12.0	3.4641
120886754.79799	10.0	3.16228
120886755.79799	10.0	3.16228
120886756.79799	13.0	3.60555
120886757.79799	9.0	3.0
120886758.79799	19.0	4.3589
120886759.79799	14.0	3.74166
120886760.79799	13.0	3.60555
120886761.79799	14.0	3.74166
120886762.79799	24.0	4.89898
120886763.79799	12.0	3.4641
120886764.79799	15.0	3.87298
120886765.79799	14.0	3.74166
120886766.79799	16.0	4.0
120886767.79799	9.0	3.0
120886768.79799	10.0	3.16228
120886769.79799	9.0	3.0
120886770.79799	15.0	3.87298
120886771.79799	15.0	3.87298
120886772.79799	10.0	3.16228
120886773.79799	12.0	3.4641
120886774.79799	8.0	2.82843
120886775.79799	14.0	3.74166
120886776.79799	16.0	4.0
120886777.79799	15.0	3.87298
